,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
25,2020-12-01Sale,2020-12-034:11 pm,CORNING INC,GLW,Musser Eric SCOO,"33,337",$37.69,"$1,256,495","72,201(Direct)",View
26,2020-12-02Sale,2020-12-034:13 pm,DOLLAR TREE Inc,DLTR,SAUNDERS THOMAS ADirector,"64,570",$111.94,"$7,227,796","1,484(IndirectDirect)",View
27,2020-12-02Sale,2020-12-034:14 pm,INDEPENDENT BANK CORP,INDB,SEKSAY EDWARD HGeneral Counsel/Chief Risk Off,"1,000",$68.5,"$68,502","13,048(Direct)",View
28,2020-12-01Sale,2020-12-034:15 pm,Deciphera Pharmaceuticals Inc.,DCPH,Taylor Michael DouglasDirector,"19,000",$60.9,"$1,157,142",0(Direct),View
29,2020-12-01Sale,2020-12-034:15 pm,MongoDB Inc.,MDB,Pech CedricChief Revenue Officer,559,$282.01,"$157,644","86,668(IndirectDirect)",View
30,2020-12-01Sale,2020-12-034:15 pm,MongoDB Inc.,MDB,MERRIMAN DWIGHT ADirector,"17,000",$280.3,"$4,765,112","589,896(IndirectDirect)",View
31,2020-12-01Sale,2020-12-034:15 pm,MongoDB Inc.,MDB,Hazard Charles M JrDirector,"2,016",$276.2,"$556,815","22,395(IndirectDirect)",View
32,2020-12-02Sale,2020-12-034:17 pm,Silvergate Capital Corp,SI,Eisele Derek J.VP,"5,000",$39.3,"$196,500","109,969(IndirectDirect)",View
33,2020-12-02Sale,2020-12-034:17 pm,DEERE & CO,DE,Kalathur RajeshCIO,"44,169",$257.43,"$11,370,457","51,371(Direct)",View
34,2020-12-01Sale,2020-12-034:17 pm,Black Diamond Therapeutics Inc.,BDTX,Epstein David M.Director,"12,000",$32.71,"$392,574","702,923(IndirectDirect)",View
35,2020-12-01Sale,2020-12-034:18 pm,MAGNITE Inc,MGNI,Soroca Adam LeeHead of Global Buyer Team,"20,365",$19.73,"$401,807","347,806(Direct)",View
36,2020-12-01Sale,2020-12-034:18 pm,Burlington Stores Inc.,BURL,Hand FredCOO,"12,435",$220.03,"$2,736,073","46,795(Direct)",View
37,2020-12-02Sale,2020-12-034:18 pm,FIRST HORIZON CORP,FHN,Restel Anthony JCOO,"15,493",$12.85,"$199,023","369,570(IndirectDirect)",View
38,2020-12-02Sale,2020-12-034:19 pm,WisdomTree Investments Inc.,WETF,SALERNO FRANKDirector,"5,568",$4.5,"$25,056","258,627(Direct)",View
39,2020-12-01Sale,2020-12-034:19 pm,AMERICAN TOWER CORP,AMT,Vondran Steven OVP,"1,500",$232,"$348,000","22,026(Direct)",View
40,2020-12-01Sale,2020-12-034:20 pm,G1 Therapeutics Inc.,GTHX,RUDNICK SETHDirector,520,$20.09,"$10,449","57,762(Indirect)",View
41,2020-12-01Sale,2020-12-034:21 pm,Burlington Stores Inc.,BURL,Vecchio JenniferPresident and CMO,"2,000",$220.12,"$440,241","43,710(IndirectDirect)",View
42,2020-12-01Sale,2020-12-034:21 pm,Medpace Holdings Inc.,MEDP,Troendle August J.CEO10% Owner,"14,000",$130.86,"$1,832,040","6,771,855(IndirectDirect)",View
43,2020-12-01Sale,2020-12-034:21 pm,Iridium Communications Inc.,IRDM,DESCH MATTHEW JCEO,"46,956",$33.04,"$1,551,426","799,895(Direct)",View
44,2020-12-01Sale,2020-12-034:22 pm,Medpace Holdings Inc.,MEDP,Medpace Investors LLC10% Owner,"14,000",$130.86,"$1,832,040","6,771,855(Direct)",View
45,2020-12-01Sale,2020-12-034:22 pm,SELECTA BIOSCIENCES INC,SELB,Brunn CarstenCEO,"3,323",$3.3506,"$11,134","101,350(Direct)",View
46,2020-12-01Sale,2020-12-034:23 pm,TENNANT CO,TNC,KILLINGSTAD CHRISCEO,"6,592",$67.78,"$446,806","149,449(IndirectDirect)",View
47,2020-12-01Sale,2020-12-034:25 pm,Graham Holdings Co,GHC,Rosen Andrew StephenVP,"7,430",$451.72,"$3,356,293","33,336(Direct)",View
48,2020-12-01Sale,2020-12-034:26 pm,Schrodinger Inc.,SDGR,Daniel JenniferSee Remarks,"23,911",$67.43,"$1,612,282","6,688(Direct)",View
49,2020-12-01Sale,2020-12-034:26 pm,Jazz Pharmaceuticals plc,JAZZ,COZADD BRUCE CCEOChairman,"1,250",$142.46,"$178,080","327,482(Direct)",View
50,2020-12-02Sale,2020-12-034:28 pm,COASTAL FINANCIAL CORP,CCB,Skotdal Andrew PDirector,"21,160",$19.8,"$418,906","405,431(IndirectDirect)",View
51,2020-12-01Sale,2020-12-034:28 pm,SONO TEK CORP,SOTK,RIEMER JOSEPHDirector,"4,350",$4.057,"$17,648","76,654(Direct)",View
52,2020-12-01Sale,2020-12-034:28 pm,STAMPS.COM INC,STMP,Rifai SteveChief Sales Officer,"2,000",$187.78,"$375,560",0(Direct),View
53,2020-05-04Sale,2020-12-034:30 pm,Marathon Patent Group Inc.,MARA,Berg Michael CarrollDirector,"7,500",$6.1456,"$46,092","12,481(Direct)",View
54,2020-12-01Sale,2020-12-034:31 pm,SITIME Corp,SITM,Kreindl TorstenDirector,"2,100",$89,"$186,900","22,358(Direct)",View
55,2020-12-01Sale,2020-12-034:31 pm,Zendesk Inc.,ZEN,Gomez ElenaCFO,"25,000",$131.21,"$3,280,328","12,253(Direct)",View
56,2020-12-01Sale,2020-12-034:33 pm,WIDEPOINT CORP,WYY,Todaro Richard LDirector,"26,797",$10.04,"$269,042","6,411(Direct)",View
57,2020-12-01Sale,2020-12-034:33 pm,Liberty Media Corp,LSXMA,MALONE JOHN CChairman10% Owner,"104,571",$41.31,"$4,319,638","13,711,768(IndirectDirect)",View
58,2020-12-01Sale,2020-12-034:34 pm,BOYD GAMING CORP,BYD,Thompson Stephen S.VP,"27,427",$38.61,"$1,059,011","62,778(IndirectDirect)",View
59,2020-12-01Sale,2020-12-034:34 pm,CERNER Corp,CERN,PETERZALEK JOHNEVP & Chief Client & Serv. Off,100,$76,"$7,600","16,107(IndirectDirect)",View
60,2020-12-01Sale,2020-12-034:36 pm,Rapid7 Inc.,RPD,Burton Andrew F.COO,"33,071",$74.51,"$2,464,186","166,891(Direct)",View
61,2020-12-01Sale,2020-12-034:37 pm,Workday Inc.,WDAY,DUFFIELD DAVID ADirector10% Owner,"220,952",$226.33,"$50,007,924","102,997(IndirectDirect)",View
62,2020-12-01Sale,2020-12-034:39 pm,CBRE GROUP Inc,CBRE,Queenan Daniel GCEO,659,$61.99,"$40,851","150,250(Direct)",View
63,2020-12-02Sale,2020-12-034:40 pm,EXP World Holdings Inc.,EXPI,MILES RANDALL DDirector,"15,000",$53.12,"$796,805","135,040(Direct)",View
64,2020-12-01Sale,2020-12-034:40 pm,CATHAY GENERAL BANCORP,CATY,Jelenko Jane HDirector,"3,843",$28.29,"$108,709","2,116(Indirect)",View
65,2020-12-01Sale,2020-12-034:40 pm,Grand Canyon Education Inc.,LOPE,MUELLER BRIAN ECEO,"20,000",$83.7,"$1,674,000","286,227(Direct)",View
66,2020-12-01Sale,2020-12-034:40 pm,Frequency Therapeutics Inc.,FREQ,Lucchino David L.CEO,"15,714",$27.93,"$438,871","323,800(Direct)",View
67,2020-12-01Sale,2020-12-034:40 pm,Quanterix Corp,QTRX,HRUSOVSKY E KEVINCEOChairman,"3,236",$43.75,"$141,569","1,021,298(Direct)",View
68,2020-12-01Sale,2020-12-034:40 pm,Quanterix Corp,QTRX,Fry John JGeneral Counsel & Secretary,141,$43.75,"$6,168","32,038(Direct)",View
69,2020-12-01Sale,2020-12-034:40 pm,Quanterix Corp,QTRX,Chaubal AmolCFO,115,$43.75,"$5,031","25,624(Direct)",View
70,2020-12-02Sale,2020-12-034:40 pm,WYNDHAM HOTELS & RESORTS Inc,WH,LePage ScottPresident,"1,583",$57.91,"$91,672",0(Direct),View
71,2020-12-01Sale,2020-12-034:40 pm,Quanterix Corp,QTRX,Mattoon DawnVP,158,$43.75,"$6,912","31,186(Direct)",View
72,2020-12-01Sale,2020-12-034:41 pm,Quanterix Corp,QTRX,Roskey Mark T.VP,91,$43.75,"$3,981","21,935(Direct)",View
73,2020-12-01Sale,2020-12-034:41 pm,HUBBELL INC,HUBB,NORD DAVID GDirector,"15,000",$162.13,"$2,432,021","95,535(Direct)",View
74,2020-12-01Sale,2020-12-034:41 pm,DOVER Corp,DOV,Cerepak Brad MCFO,"33,668",$123.56,"$4,159,960","54,822(IndirectDirect)",View
75,2020-12-03Sale,2020-12-034:43 pm,Customers Bancorp Inc.,CUBI,Hedde GlennVP,"6,550",$18,"$117,900","115,728(Direct)",View
76,2020-12-02Sale,2020-12-034:43 pm,COMCAST CORP,CMCSA,SHELL JEFFCEO,"5,582",$51.22,"$285,938","342,585(Direct)",View
77,2020-12-01Sale,2020-12-034:43 pm,Grand Canyon Education Inc.,LOPE,BACHUS DANIEL ECFO,"10,000",$83.7,"$837,000","107,874(Direct)",View
78,2020-12-03Sale,2020-12-034:43 pm,Voya Financial Inc.,VOYA,Hurtsellers ChristineSee Remarks,"27,000",$60.19,"$1,625,019","59,610(Direct)",View
79,2020-12-01Sale,2020-12-034:46 pm,META FINANCIAL GROUP INC,CASH,Kramer Michael RobertDirector,"10,000",$34.02,"$340,200","24,150(Indirect)",View
80,2020-12-01Sale,2020-12-034:48 pm,AMAZON COM INC,AMZN,WILKE JEFFREY ACEO,"2,000",$3200.59,"$6,401,175","10,604(IndirectDirect)",View
81,2020-12-01Sale,2020-12-034:49 pm,MACOM Technology Solutions Holdings Inc.,MTSI,CARLSON DOUGLAS JVP,"2,345",$44.42,"$104,165","89,968(Direct)",View
82,2020-12-01Sale,2020-12-034:49 pm,TANDEM DIABETES CARE INC,TNDM,ROBERTSON REBECCA BDirector,"1,500",$94.03,"$141,040",0(Direct),View
83,2020-12-01Sale,2020-12-034:52 pm,TANDEM DIABETES CARE INC,TNDM,BLICKENSTAFF KIM DDirector,"25,000",$97.01,"$2,425,163","824,588(Indirect)",View
84,2020-12-01Sale,2020-12-034:53 pm,Limelight Networks Inc.,LLNW,LENTO ROBERT ACEO,"20,833",$4.45,"$92,707","2,008,229(IndirectDirect)",View
85,2020-12-03Sale,2020-12-034:55 pm,Elanco Animal Health Inc,ELAN,BAYER AKTIENGESELLSCHAFTBayer World Investments B.V.10% Owner,"54,500,000",$29.84,"$1,626,367,223","18,446,428(Indirect)",View
86,2020-12-01Sale,2020-12-034:56 pm,Ultra Clean Holdings Inc.,UCTT,GRANGER CLARENCE LDirector,"35,000",$33.14,"$1,160,010","121,368(Direct)",View
87,2020-12-01Sale,2020-12-034:57 pm,Shutterstock Inc.,SSTK,Oringer JonathanDirector10% Owner,"85,000",$70.78,"$6,016,316","13,602,824(Direct)",View
88,2020-12-02Sale,2020-12-034:58 pm,Sprout Social Inc.,SPT,Gilpin Jamie CannonChief Marketing Officer,"1,277",$48.29,"$61,666","108,211(Direct)",View
89,2020-12-01Sale,2020-12-034:58 pm,TYLER TECHNOLOGIES INC,TYL,MARR JOHN S JRChairman,"15,261",$427.53,"$6,524,563","123,500(IndirectDirect)",View
90,2020-12-02Sale,2020-12-034:59 pm,Sprout Social Inc.,SPT,Del Preto JosephCFO,"2,556",$48.29,"$123,429","130,354(Direct)",View
91,2020-12-01Sale,2020-12-035:00 pm,YELP INC,YELP,Stoppelman JeremyCEO,"400,000",$32.31,"$12,924,001","128,140(Direct)",View
92,2020-12-02Sale,2020-12-035:00 pm,WRAP TECHNOLOGIES Inc,WRAP,BARNES JAMES ACFO,"6,000",$5.6,"$33,600","44,819(IndirectDirect)",View
93,2020-12-01Sale,2020-12-035:00 pm,ExlService Holdings Inc.,EXLS,Kapoor RohitCEO,814,$84.96,"$69,155","207,771(IndirectDirect)",View
94,2020-12-01Sale,2020-12-035:01 pm,NASDAQ Inc,NDAQ,Smith Bryan EverardVP,"1,000",$130,"$130,000","12,946(Direct)",View
95,2020-12-01Sale,2020-12-035:01 pm,ExlService Holdings Inc.,EXLS,STAGLIN GAREN KDirector,"4,758",$84.09,"$400,103","20,551(IndirectDirect)",View
96,2020-12-01Sale,2020-12-035:04 pm,Morningstar Inc.,MORN,Mansueto Joseph DChairman10% Owner,"18,726",$202.34,"$3,788,958","19,485,764(IndirectDirect)",View
97,2020-12-02Sale,2020-12-035:05 pm,BankUnited Inc.,BKU,Singh Rajinder PCEO,"14,446",$29.87,"$431,502","398,255(Direct)",View
98,2020-12-01Sale,2020-12-035:06 pm,Sonos Inc,SONO,Spence PatrickCEO,"27,023",$22.19,"$599,740","128,676(Direct)",View
99,2020-12-01Sale,2020-12-035:07 pm,Sunnova Energy International Inc.,NOVA,Newlight Partners LPNewlight GP LLCYadav RaviWASSONG DAVIDDirector,"4,025,000",$37,"$148,925,000","3,510,161(Direct)",View
100,2020-12-01Sale,2020-12-035:07 pm,GAP INC,GPS,Breitbard MarkCEO,"20,615",$21.57,"$444,746","52,483(Direct)",View
101,2020-12-01Sale,2020-12-035:08 pm,BlackRock Inc.,BLK,Meade Christopher J.General Counsel and CLO,179,$710.5,"$127,180","7,354(Direct)",View
102,2020-12-01Sale,2020-12-035:08 pm,RingCentral Inc.,RNG,Dhruv MiteshCFO,"12,410",$301.61,"$3,742,932","116,396(Direct)",View
103,2020-11-30Sale,2020-12-035:09 pm,MILESTONE SCIENTIFIC Inc,MLSS,D'Agostino JosephCFOCOO,"31,000",$1.65,"$51,150","1,203,587(Direct)",View
104,2020-12-02Sale,2020-12-035:10 pm,RingCentral Inc.,RNG,Dhruv MiteshCFO,"12,198",$323.06,"$3,940,652","112,833(Direct)",View
105,2020-12-01Sale,2020-12-035:11 pm,Slack Technologies Inc.,WORK,Henderson CalCTO,"3,000",$43.21,"$129,633","90,155(IndirectDirect)",View
106,2020-12-01Sale,2020-12-035:11 pm,DEXCOM INC,DXCM,Murphy Patrick MichaelEVP Chief Legal Officer,"6,154",$325,"$2,000,050","19,578(Direct)",View
107,2020-12-01Sale,2020-12-035:11 pm,DEXCOM INC,DXCM,SAYER KEVIN RCEOChairman,"13,233",$322.18,"$4,263,358","115,514(Direct)",View
108,2020-12-01Sale,2020-12-035:11 pm,Datadog Inc.,DDOG,Pomel OlivierCEO,"439,200",$94.46,"$41,488,275",0(IndirectDirect),View
109,2020-12-01Sale,2020-12-035:12 pm,Datadog Inc.,DDOG,Le-Quoc AlexisCTO,"469,400",$94.54,"$44,378,101",0(IndirectDirect),View
110,2020-12-01Sale,2020-12-035:13 pm,CADENCE DESIGN SYSTEMS INC,CDNS,SANGIOVANNI VINCENTELLI ALBERTODirector,"25,000",$115.54,"$2,888,421","80,290(Direct)",View
111,2020-12-01Sale,2020-12-035:14 pm,Slack Technologies Inc.,WORK,Shim AllenCFO,"4,708",$43.57,"$205,128","266,109(Direct)",View
112,2020-12-01Sale,2020-12-035:14 pm,MARIN SOFTWARE INC,MRIN,CROVITZ L GORDONDirector,"13,600",$2.1674,"$29,477","3,380(Direct)",View
113,2020-12-01Sale,2020-12-035:14 pm,Slack Technologies Inc.,WORK,Schellhase DavidGeneral Counsel and Secretary,"29,268",$43.57,"$1,275,207","321,292(Direct)",View
114,2020-12-01Sale,2020-12-035:14 pm,NEW RELIC Inc,NEWR,Cirne LewisCEO10% Owner,"35,000",$59.63,"$2,087,050","5,883,976(Indirect)",View
115,2020-12-03Sale,2020-12-035:15 pm,RingCentral Inc.,RNG,Thygesen Allan C.Director,"5,000",$338.22,"$1,691,099","12,211(Direct)",View
116,2020-12-01Sale,2020-12-035:15 pm,ADVANCED DRAINAGE SYSTEMS Inc,WMS,MAKOWSKI TIM ASee Remarks,"4,000",$70.85,"$283,416","5,074(Direct)",View
117,2020-12-01Sale,2020-12-035:16 pm,Zoetis Inc.,ZTS,Chen Heidi C.VP,"1,180",$161.64,"$190,735","16,335(Direct)",View
118,2020-12-01Sale,2020-12-035:17 pm,GRAN TIERRA ENERGY Inc,GTE,GMT CAPITAL CORPBAY RESOURCE PARTNERS LPBAY II RESOURCE PARTNERS LPBAY RESOURCE PARTNERS OFFSHORE MASTER FUND L.P.CLAUGUS THOMAS EGMT Exploration Co LLC10% Owner,"208,824",$0.28,"$58,471","69,608,928(Direct)",View
119,2020-12-01Sale,2020-12-035:17 pm,Karyopharm Therapeutics Inc.,KPTI,Primiano Christopher BrettEVP CBO GC & Secretary,"137,061",$17.53,"$2,402,227","4,523(Direct)",View
120,2020-12-01Sale,2020-12-035:21 pm,MERITOR Inc,MTOR,Anderson Carl Douglas IICFO,"1,917",$26.67,"$51,133","15,614(IndirectDirect)",View
121,2020-12-01Sale,2020-12-035:21 pm,MERITOR Inc,MTOR,Bialy PaulCAO,487,$26.69,"$12,998","28,072(Direct)",View
122,2020-12-01Sale,2020-12-035:21 pm,MERITOR Inc,MTOR,Craig Jeffrey ACEO,"27,619",$26.67,"$736,610","638,110(Direct)",View
123,2020-12-01Sale,2020-12-035:22 pm,MERITOR Inc,MTOR,Heffron Timothy J.CIO,"9,439",$27.18,"$256,561","31,741(IndirectDirect)",View
124,2020-12-01Sale,2020-12-035:22 pm,KAISER ALUMINUM CORP,KALU,Harvey KeithCEO,"1,000",$82,"$82,000","70,576(Direct)",View
125,2020-12-01Sale,2020-12-035:22 pm,MERITOR Inc,MTOR,Villavarayan ChrisCOO,"5,707",$26.68,"$152,245","42,316(IndirectDirect)",View
126,2020-12-02Sale,2020-12-035:25 pm,Arthur J. Gallagher & Co.,AJG,Pietrucha Susan EChief Human Resources Officer,"24,950",$116.71,"$2,911,914","1,654(Direct)",View
127,2020-12-01Sale,2020-12-035:25 pm,GENERAC HOLDINGS Inc,GNRC,Jagdfeld AaronCEO,"5,000",$214.98,"$1,074,918","647,340(Direct)",View
128,2020-11-30Sale(A),2020-12-035:25 pm,Genasys Inc.,GNSS,AWM Investment Company Inc.10% Owner,"201,949",$7.0315,"$1,420,004","4,445,735(Indirect)",View
129,2020-12-01Sale,2020-12-035:26 pm,Square Inc.,SQ,Grassadonia BrianCash App Lead,340,$212.56,"$72,270","142,836(Direct)",View
130,2020-12-02Sale,2020-12-035:26 pm,UMB FINANCIAL CORP,UMBF,KEMPER J MARINERCEOChairman,"2,200",$68.97,"$151,730","2,034,836(IndirectDirect)",View
131,2020-12-01Sale,2020-12-035:26 pm,PayPal Holdings Inc.,PYPL,SCHULMAN DANIEL HCEO,"25,000",$217.7,"$5,442,622","173,402(Direct)",View
132,2020-12-01Sale,2020-12-035:29 pm,EQUINIX INC,EQIX,Baack SaraChief Product Officer,250,$706.59,"$176,648","9,444(Direct)",View
133,2020-12-01Sale,2020-12-035:30 pm,DENBURY INC,DEN,GOLDENTREE ASSET MANAGEMENT LPGoldenTree Asset Management LLCTananbaum Steven A.10% Owner,"453,000",$23.36,"$10,581,316","3,731,759(Indirect)",View
134,2020-12-01Sale,2020-12-035:31 pm,Alarm.com Holdings Inc.,ALRM,Valenzuela SteveCFO,"5,457",$74.61,"$407,163","33,594(Direct)",View
135,2020-12-02Sale,2020-12-035:32 pm,Ryman Hospitality Properties Inc.,RHP,Chaffin Patrick SCOO,"2,200",$64.75,"$142,450","16,558(Direct)",View
136,2020-12-01Sale,2020-12-035:33 pm,Square Inc.,SQ,Whiteley SivanGen. Counsel & Corp. Secretary,"3,468",$206.26,"$715,310","120,006(Direct)",View
137,2020-12-01Sale,2020-12-035:34 pm,Bloom Energy Corp,BE,Brennan Susan SeilheimerCOO,"2,000",$25.1,"$50,200","208,859(Direct)",View
138,2020-12-01Sale,2020-12-035:35 pm,ALLIED MOTION TECHNOLOGIES INC,AMOT,WARZALA RICHARD SCEO10% Owner,"2,522",$40.97,"$103,322","1,008,946(IndirectDirect)",View
139,2020-12-01Sale,2020-12-035:37 pm,NEWMONT Corp,NEM,Palmer Thomas RonaldCEO,"5,150",$59.72,"$307,558","247,697(Direct)",View
140,2020-12-02Sale,2020-12-035:38 pm,MAXLINEAR INC,MXL,Kwong Connie H.Corporate Controller & PAO,"3,000",$31,"$93,000","16,968(Direct)",View
141,2020-12-02Sale,2020-12-035:39 pm,American Homes 4 Rent,AMH,KROPP JAMES HDirector,"7,000",$29.06,"$203,420","15,129(IndirectDirect)",View
142,2020-12-01Sale,2020-12-035:39 pm,DSP GROUP INC,DSPG,Paul CynthiaDirector,"32,905",$16.92,"$556,856","480,795(IndirectDirect)",View
143,2020-12-01Sale,2020-12-035:41 pm,NEWMONT Corp,NEM,Atkinson Robert DCOO,"1,347",$59.72,"$80,443","85,600(Direct)",View
144,2020-12-01Sale,2020-12-035:41 pm,Jiya Acquisition Corp.,JYAC,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,550,$10.1,"$5,555","1,242,124(Indirect)",View
145,2020-12-01Sale,2020-12-035:41 pm,ELECTRONIC ARTS Inc,EA,Bilbey MatthewVP,330,$127.65,"$42,125","7,413(Direct)",View
146,2020-12-01Sale,2020-12-035:43 pm,CARVANA CO.,CVNA,GARCIA ERNEST C. IIVERDE INVESTMENTS Inc10% Owner,"30,000",$249.08,"$7,472,393",0(IndirectDirect),View
147,2020-12-01Sale,2020-12-035:45 pm,ELECTRONIC ARTS Inc,EA,Miele LauraChief Studios Officer,785,$127.65,"$100,205","23,072(Direct)",View
148,2020-12-01Sale,2020-12-035:45 pm,Workday Inc.,WDAY,Sisco RobynneCFO,48,$223.44,"$10,725","155,611(Direct)",View
149,2020-12-01Sale,2020-12-035:45 pm,Seagen Inc.,SGEN,ROMP CHARLES RVP,"13,666",$179.21,"$2,449,053","44,077(Direct)",View
150,2020-12-01Sale,2020-12-035:45 pm,Arcturus Therapeutics Holdings Inc.,ARCT,Chivukula PadCOO,"10,000",$96.19,"$961,900","692,548(Direct)",View
151,2020-12-03Sale,2020-12-035:47 pm,CALLAWAY GOLF CO,ELY,Hickey Glenn F.VP,"7,919",$23.11,"$183,008","15,699(Direct)",View
152,2020-12-01Sale,2020-12-035:47 pm,ELECTRONIC ARTS Inc,EA,Singh VijayanthimalaChief People Officer,800,$127.65,"$102,120","22,699(Indirect)",View
153,2020-12-01Sale,2020-12-035:48 pm,Planet Fitness Inc.,PLNT,Rondeau ChristopherCEO,"101,484",$75.03,"$7,614,539",0(Indirect),View
154,2020-12-01Sale,2020-12-035:51 pm,NVIDIA CORP,NVDA,HUANG JEN HSUNCEO,"100,000",$535.57,"$53,556,686","1,265,351(IndirectDirect)",View
155,2020-12-01Sale,2020-12-035:53 pm,PEGASYSTEMS INC,PEGA,STILLWELL KENNETHCFO,"1,000",$130.63,"$130,630","5,708(Direct)",View
156,2020-12-01Sale,2020-12-035:53 pm,NVIDIA CORP,NVDA,SEAWELL A BROOKEDirector,356,$540.52,"$192,425",356(IndirectDirect),View
157,2020-12-02Sale,2020-12-035:55 pm,PEGASYSTEMS INC,PEGA,Trefler LeonVP,"1,759",$127.92,"$225,011","10,177(Direct)",View
158,2020-12-02Sale,2020-12-035:56 pm,Zentalis Pharmaceuticals Inc.,ZNTL,Epperly Melissa BCFO,"3,083",$51.47,"$158,681","291,363(Direct)",View
159,2020-12-02Sale,2020-12-035:56 pm,Zentalis Pharmaceuticals Inc.,ZNTL,SUN ANTHONY YCEO,"26,794",$51.4,"$1,377,344","2,092,980(IndirectDirect)",View
160,2020-12-02Sale,2020-12-035:56 pm,Zentalis Pharmaceuticals Inc.,ZNTL,Gallagher CamDirector,"10,000",$51.43,"$514,334","616,931(IndirectDirect)",View
